ProductKey;OrderDate;DueDate;ShipDate;CustomerKey;PromotionKey;SalesTerritoryCountry;SalesTerritoryGroup;SalesOrderNumber;SalesOrderLineNumber;UnitPrice;ProductStandardCost;SalesAmount;TaxAmt;First Name;Last Name;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;EnglishOccupation;HouseOwnerFlag;DateFirstPurchase;CommuteDistance;ProductAlternateKey;ProductName;ProductSubcategory;ProductCategoryName;StandardCost;Color;ListPrice;Size;SizeRange;Weight;ProductLine;Class;Style;ModelName;EnglishPromotionName
311;28/01/2011;9/02/2011;4/02/2011;27673;1;United States;North America;SO43839;1;3578,27;2171,2942;3578,27;286,2616;Jennifer;Young;20/11/1958;Single;Female;jennifer27@adventure-works.com;60000;3;0;Graduate Degree;Management;Y;28/01/2011;5-10 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
326;28/01/2011;9/02/2011;4/02/2011;17957;1;France;Europe;SO43840;1;699,0982;413,1463;699,0982;55,9279;Misty;Yuan;21/03/1976;Single;Female;misty8@adventure-works.com;30000;0;0;Bachelors;Clerical;Y;28/01/2011;0-1 Miles;BK-R50R-44;Road-650 Red, 44;Road Bikes;Bikes;413,1463;Red;699,0982;44;42-46 CM;18,77;R ;L ;Unisex ;Road-650;No Discount
314;28/01/2011;9/02/2011;4/02/2011;13406;1;Germany;Europe;SO43841;1;3578,27;2171,2942;3578,27;286,2616;Craig;Jiménez;5/07/1962;Married;Male;craig6@adventure-works.com;130000;2;4;Partial College;Professional;Y;28/01/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
312;28/01/2011;9/02/2011;4/02/2011;16630;1;Australia;Pacific;SO43842;1;3578,27;2171,2942;3578,27;286,2616;Jaime;Sutton;8/01/1978;Married;Male;jaime28@adventure-works.com;110000;0;5;High School;Management;Y;28/01/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
313;29/01/2011;10/02/2011;5/02/2011;22041;1;Canada;North America;SO43918;1;3578,27;2171,2942;3578,27;286,2616;Paige;Morris;31/10/1978;Single;Female;paige43@adventure-works.com;60000;0;0;Partial College;Skilled Manual;N;29/01/2011;5-10 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
314;29/01/2011;10/02/2011;5/02/2011;12124;1;France;Europe;SO43919;1;3578,27;2171,2942;3578,27;286,2616;Brandi;Gill;8/08/1962;Single;Female;brandi13@adventure-works.com;110000;2;4;Partial College;Professional;Y;29/01/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
313;29/01/2011;10/02/2011;5/02/2011;28066;1;United States;North America;SO43920;1;3578,27;2171,2942;3578,27;286,2616;Justin;Taylor;12/04/1980;Married;Male;justin40@adventure-works.com;80000;2;0;Graduate Degree;Professional;Y;29/01/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
313;29/01/2011;10/02/2011;5/02/2011;16743;1;Australia;Pacific;SO43921;1;3578,27;2171,2942;3578,27;286,2616;Ariana;Stewart;17/11/1947;Married;Female;ariana21@adventure-works.com;40000;2;0;Bachelors;Management;Y;29/01/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
310;29/01/2011;10/02/2011;5/02/2011;13546;1;Germany;Europe;SO43922;1;3578,27;2171,2942;3578,27;286,2616;Mitchell;Jai;19/01/1976;Married;Male;mitchell10@adventure-works.com;30000;0;0;Bachelors;Clerical;Y;29/01/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
312;30/01/2011;11/02/2011;6/02/2011;28018;1;United States;North America;SO43923;1;3578,27;2171,2942;3578,27;286,2616;Rachel;Foster;17/03/1956;Single;Female;rachel64@adventure-works.com;30000;2;1;Partial High School;Skilled Manual;Y;30/01/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;30/01/2011;11/02/2011;6/02/2011;12132;1;France;Europe;SO43924;1;3578,27;2171,2942;3578,27;286,2616;Kaitlyn;Henderson;18/05/1961;Married;Female;kaitlyn72@adventure-works.com;110000;3;4;Partial College;Professional;Y;30/01/2011;5-10 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
314;30/01/2011;11/02/2011;6/02/2011;16661;1;Australia;Pacific;SO43925;1;3578,27;2171,2942;3578,27;286,2616;Shane;Raman;13/10/1961;Single;Male;shane15@adventure-works.com;70000;2;0;High School;Skilled Manual;Y;30/01/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
314;31/01/2011;12/02/2011;7/02/2011;16662;1;Australia;Pacific;SO43927;1;3578,27;2171,2942;3578,27;286,2616;Stacey;Gao;5/09/1962;Single;Female;stacey16@adventure-works.com;70000;2;0;High School;Professional;N;31/01/2011;1-2 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
313;31/01/2011;12/02/2011;7/02/2011;16740;1;Australia;Pacific;SO43928;1;3578,27;2171,2942;3578,27;286,2616;Elijah;Li;25/04/1946;Married;Male;elijah0@adventure-works.com;40000;2;0;Bachelors;Management;N;31/01/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
322;31/01/2011;12/02/2011;7/02/2011;25270;1;Australia;Pacific;SO43929;1;699,0982;413,1463;699,0982;55,9279;Gloria;Diaz;2/03/1949;Married;Female;gloria5@adventure-works.com;40000;2;0;Bachelors;Management;N;31/01/2011;0-1 Miles;BK-R50R-60;Road-650 Red, 60;Road Bikes;Bikes;413,1463;Red;699,0982;60;60-62 CM;19,9;R ;L ;Unisex ;Road-650;No Discount
312;1/02/2011;13/02/2011;8/02/2011;28038;1;United States;North America;SO43930;1;3578,27;2171,2942;3578,27;286,2616;Philip;Gomez;19/08/1953;Married;Male;philip0@adventure-works.com;70000;2;1;Partial College;Professional;Y;1/02/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
313;1/02/2011;13/02/2011;8/02/2011;13548;1;Germany;Europe;SO43931;1;3578,27;2171,2942;3578,27;286,2616;Bridget;Jai;25/03/1976;Married;Female;bridget13@adventure-works.com;30000;0;0;Bachelors;Clerical;Y;1/02/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
314;1/02/2011;13/02/2011;8/02/2011;16741;1;Australia;Pacific;SO43932;1;3578,27;2171,2942;3578,27;286,2616;Alan;Xu;7/03/1946;Married;Male;alan15@adventure-works.com;40000;2;0;Bachelors;Management;N;1/02/2011;0-1 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
334;2/02/2011;14/02/2011;9/02/2011;20048;1;United Kingdom;Europe;SO43935;1;699,0982;413,1463;699,0982;55,9279;Virginia;Srini;2/01/1978;Single;Female;virginia10@adventure-works.com;30000;0;0;High School;Manual;N;2/02/2011;1-2 Miles;BK-R50B-60;Road-650 Black, 60;Road Bikes;Bikes;413,1463;Black;699,0982;60;60-62 CM;19,9;R ;L ;Unisex ;Road-650;No Discount
311;2/02/2011;14/02/2011;9/02/2011;28065;1;United States;North America;SO43936;1;3578,27;2171,2942;3578,27;286,2616;Carrie;Gill;4/07/1971;Single;Female;carrie12@adventure-works.com;70000;5;0;Graduate Degree;Professional;N;2/02/2011;0-1 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
312;2/02/2011;14/02/2011;9/02/2011;17047;1;Australia;Pacific;SO43937;1;3578,27;2171,2942;3578,27;286,2616;Kendra;Rubio;12/08/1980;Married;Female;kendra21@adventure-works.com;90000;1;0;Graduate Degree;Management;Y;2/02/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;2/02/2011;14/02/2011;9/02/2011;16686;1;Australia;Pacific;SO43938;1;3578,27;2171,2942;3578,27;286,2616;Kristine;Alonso;12/01/1968;Married;Female;kristine9@adventure-works.com;60000;1;0;Bachelors;Professional;Y;2/02/2011;5-10 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
312;2/02/2011;14/02/2011;9/02/2011;16659;1;Australia;Pacific;SO43939;1;3578,27;2171,2942;3578,27;286,2616;Emily;Jones;1/06/1961;Single;Female;emily3@adventure-works.com;80000;2;0;High School;Skilled Manual;Y;2/02/2011;5-10 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
336;2/02/2011;14/02/2011;9/02/2011;25294;1;Australia;Pacific;SO43940;1;699,0982;413,1463;699,0982;55,9279;Sharon;Sharma;17/04/1977;Single;Female;sharon16@adventure-works.com;130000;0;5;Partial High School;Management;Y;2/02/2011;0-1 Miles;BK-R50B-62;Road-650 Black, 62;Road Bikes;Bikes;413,1463;Black;699,0982;62;60-62 CM;20;R ;L ;Unisex ;Road-650;No Discount
314;3/02/2011;15/02/2011;10/02/2011;13600;1;United Kingdom;Europe;SO43941;1;3578,27;2171,2942;3578,27;286,2616;Marie;Sanz;18/08/1956;Married;Female;marie44@adventure-works.com;170000;4;5;Partial College;Professional;N;3/02/2011;10+ Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
310;3/02/2011;15/02/2011;10/02/2011;17051;1;Australia;Pacific;SO43942;1;3578,27;2171,2942;3578,27;286,2616;Jessie;Ortega;25/08/1973;Married;Female;jessie41@adventure-works.com;60000;2;2;Bachelors;Professional;Y;3/02/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
338;3/02/2011;15/02/2011;10/02/2011;14565;1;United States;North America;SO43943;1;699,0982;413,1463;699,0982;55,9279;Natalie;Hernandez;29/09/1974;Single;Female;natalie61@adventure-works.com;50000;2;2;Bachelors;Skilled Manual;Y;3/02/2011;2-5 Miles;BK-R50B-44;Road-650 Black, 44;Road Bikes;Bikes;413,1463;Black;699,0982;44;42-46 CM;18,77;R ;L ;Unisex ;Road-650;No Discount
310;3/02/2011;15/02/2011;10/02/2011;16675;1;Australia;Pacific;SO43945;1;3578,27;2171,2942;3578,27;286,2616;Kristi;Arthur;13/06/1970;Single;Female;kristi23@adventure-works.com;160000;0;0;Graduate Degree;Management;N;3/02/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
313;3/02/2011;15/02/2011;10/02/2011;16687;1;Australia;Pacific;SO43946;1;3578,27;2171,2942;3578,27;286,2616;Lawrence;Romero;7/04/1972;Single;Male;lawrence7@adventure-works.com;60000;1;0;Partial College;Skilled Manual;N;3/02/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
310;3/02/2011;15/02/2011;10/02/2011;16712;1;Australia;Pacific;SO43947;1;3578,27;2171,2942;3578,27;286,2616;Suzanne;Lu;23/04/1962;Single;Female;suzanne12@adventure-works.com;70000;1;0;Partial College;Skilled Manual;N;3/02/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
310;4/02/2011;16/02/2011;11/02/2011;27726;1;United States;North America;SO43949;1;3578,27;2171,2942;3578,27;286,2616;Sophia;Hall;23/09/1985;Single;Female;sophia20@adventure-works.com;30000;0;0;High School;Skilled Manual;N;4/02/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
311;4/02/2011;16/02/2011;11/02/2011;28014;1;United States;North America;SO43950;1;3578,27;2171,2942;3578,27;286,2616;Rachel;Robinson;22/04/1950;Single;Female;rachel21@adventure-works.com;30000;5;0;Partial High School;Clerical;N;4/02/2011;10+ Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
311;4/02/2011;16/02/2011;11/02/2011;16696;1;Australia;Pacific;SO43951;1;3578,27;2171,2942;3578,27;286,2616;Claudia;Zeng;11/08/1970;Single;Female;claudia19@adventure-works.com;70000;0;0;Bachelors;Professional;N;4/02/2011;0-1 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
312;4/02/2011;16/02/2011;11/02/2011;16639;1;Australia;Pacific;SO43952;1;3578,27;2171,2942;3578,27;286,2616;Renee;Romero;7/01/1977;Single;Female;renee8@adventure-works.com;110000;0;5;Partial High School;Professional;Y;4/02/2011;10+ Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
342;5/02/2011;17/02/2011;12/02/2011;20049;1;United Kingdom;Europe;SO43953;1;699,0982;413,1463;699,0982;55,9279;Colleen;Chavez;20/12/1976;Single;Female;colleen38@adventure-works.com;10000;0;0;Partial High School;Manual;N;5/02/2011;1-2 Miles;BK-R50B-52;Road-650 Black, 52;Road Bikes;Bikes;413,1463;Black;699,0982;52;48-52 CM;19,42;R ;L ;Unisex ;Road-650;No Discount
311;5/02/2011;17/02/2011;12/02/2011;13602;1;United Kingdom;Europe;SO43954;1;3578,27;2171,2942;3578,27;286,2616;Virginia;Mehta;14/11/1955;Married;Female;virginia16@adventure-works.com;110000;4;5;Partial College;Management;Y;5/02/2011;10+ Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
314;5/02/2011;17/02/2011;12/02/2011;13661;1;United Kingdom;Europe;SO43955;1;3578,27;2171,2942;3578,27;286,2616;Andre;Sara;6/05/1981;Married;Male;andre10@adventure-works.com;40000;1;1;Bachelors;Skilled Manual;Y;5/02/2011;1-2 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
313;6/02/2011;18/02/2011;13/02/2011;28068;1;United States;North America;SO43957;1;3578,27;2171,2942;3578,27;286,2616;Amanda;Wood;12/04/1975;Single;Female;amanda23@adventure-works.com;80000;3;0;Graduate Degree;Professional;N;6/02/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
312;6/02/2011;18/02/2011;13/02/2011;16658;1;Australia;Pacific;SO43958;1;3578,27;2171,2942;3578,27;286,2616;Ashlee;Raje;12/10/1960;Single;Female;ashlee20@adventure-works.com;80000;2;0;High School;Skilled Manual;Y;6/02/2011;5-10 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
311;7/02/2011;19/02/2011;14/02/2011;28031;1;United States;North America;SO43961;1;3578,27;2171,2942;3578,27;286,2616;Kari;Navarro;5/09/1952;Single;Female;kari30@adventure-works.com;70000;2;1;Bachelors;Management;N;7/02/2011;2-5 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
312;7/02/2011;19/02/2011;14/02/2011;28076;1;United States;North America;SO43962;1;3578,27;2171,2942;3578,27;286,2616;Logan;Williams;11/05/1973;Single;Male;logan51@adventure-works.com;110000;0;1;Graduate Degree;Management;N;7/02/2011;1-2 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
314;7/02/2011;19/02/2011;14/02/2011;16685;1;Australia;Pacific;SO43963;1;3578,27;2171,2942;3578,27;286,2616;Robin;Dominguez;11/12/1967;Single;Female;robin9@adventure-works.com;60000;1;0;Bachelors;Professional;Y;7/02/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
312;7/02/2011;19/02/2011;14/02/2011;16745;1;Australia;Pacific;SO43964;1;3578,27;2171,2942;3578,27;286,2616;Krista;Moreno;23/05/1948;Single;Female;krista7@adventure-works.com;60000;2;0;Graduate Degree;Management;N;7/02/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
313;8/02/2011;20/02/2011;15/02/2011;28040;1;United States;North America;SO43967;1;3578,27;2171,2942;3578,27;286,2616;Jack;Mitchell;22/08/1954;Married;Male;jack47@adventure-works.com;60000;2;1;Partial College;Professional;N;8/02/2011;2-5 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
313;8/02/2011;20/02/2011;15/02/2011;28067;1;United States;North America;SO43968;1;3578,27;2171,2942;3578,27;286,2616;Olivia;Bennett;8/12/1980;Married;Female;olivia48@adventure-works.com;80000;3;0;Graduate Degree;Professional;Y;8/02/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
310;8/02/2011;20/02/2011;15/02/2011;28071;1;United States;North America;SO43969;1;3578,27;2171,2942;3578,27;286,2616;Trevor;Ross;6/01/1985;Married;Male;trevor3@adventure-works.com;80000;0;0;Bachelors;Management;N;8/02/2011;0-1 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
311;8/02/2011;20/02/2011;15/02/2011;16684;1;Australia;Pacific;SO43970;1;3578,27;2171,2942;3578,27;286,2616;Joel;Perez;17/05/1968;Married;Male;joel20@adventure-works.com;60000;1;0;Bachelors;Professional;Y;8/02/2011;0-1 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
314;8/02/2011;20/02/2011;15/02/2011;16657;1;Australia;Pacific;SO43971;1;3578,27;2171,2942;3578,27;286,2616;Alvin;She;17/09/1960;Married;Male;alvin22@adventure-works.com;80000;2;0;High School;Skilled Manual;N;8/02/2011;1-2 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
314;9/02/2011;21/02/2011;16/02/2011;21939;1;Canada;North America;SO43972;1;3578,27;2171,2942;3578,27;286,2616;Thomas;Roberts;7/03/1970;Married;Male;thomas41@adventure-works.com;70000;2;0;Graduate Degree;Professional;Y;9/02/2011;2-5 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
312;9/02/2011;21/02/2011;16/02/2011;28039;1;United States;North America;SO43973;1;3578,27;2171,2942;3578,27;286,2616;Xavier;Lee;30/08/1959;Single;Male;xavier19@adventure-works.com;60000;2;1;Bachelors;Management;N;9/02/2011;2-5 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;9/02/2011;21/02/2011;16/02/2011;13687;1;United Kingdom;Europe;SO43974;1;3578,27;2171,2942;3578,27;286,2616;Mario;Xie;15/02/1979;Married;Male;mario2@adventure-works.com;40000;1;1;Bachelors;Skilled Manual;Y;9/02/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
312;9/02/2011;21/02/2011;16/02/2011;13540;1;Germany;Europe;SO43975;1;3578,27;2171,2942;3578,27;286,2616;Paula;Ortega;30/08/1976;Married;Female;paula23@adventure-works.com;40000;3;0;Graduate Degree;Clerical;Y;9/02/2011;0-1 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;9/02/2011;21/02/2011;16/02/2011;28063;1;United States;North America;SO43976;1;3578,27;2171,2942;3578,27;286,2616;Gabrielle;Turner;10/06/1972;Married;Female;gabrielle49@adventure-works.com;70000;4;0;Graduate Degree;Professional;Y;9/02/2011;2-5 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
312;9/02/2011;21/02/2011;16/02/2011;16703;1;Australia;Pacific;SO43977;1;3578,27;2171,2942;3578,27;286,2616;Denise;Sanchez;2/11/1967;Married;Female;denise21@adventure-works.com;60000;1;0;Partial College;Skilled Manual;Y;9/02/2011;5-10 Miles;BK-R93R-48;Road-150 Red, 48;Road Bikes;Bikes;2171,2942;Red;3578,27;48;48-52 CM;14,13;R ;H ;Unisex ;Road-150;No Discount
310;10/02/2011;22/02/2011;17/02/2011;28030;1;United States;North America;SO43978;1;3578,27;2171,2942;3578,27;286,2616;Jason;Gonzalez;1/10/1958;Single;Male;jason37@adventure-works.com;70000;2;1;Bachelors;Management;N;10/02/2011;2-5 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
322;10/02/2011;22/02/2011;17/02/2011;14576;1;United States;North America;SO43979;1;699,0982;413,1463;699,0982;55,9279;Anna;Price;19/05/1979;Single;Female;anna25@adventure-works.com;60000;2;2;Bachelors;Skilled Manual;N;10/02/2011;0-1 Miles;BK-R50R-60;Road-650 Red, 60;Road Bikes;Bikes;413,1463;Red;699,0982;60;60-62 CM;19,9;R ;L ;Unisex ;Road-650;No Discount
314;10/02/2011;22/02/2011;17/02/2011;16664;1;Australia;Pacific;SO43981;1;3578,27;2171,2942;3578,27;286,2616;Sophia;Nelson;15/12/1963;Married;Female;sophia8@adventure-works.com;130000;0;1;Graduate Degree;Management;Y;10/02/2011;5-10 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
342;10/02/2011;22/02/2011;17/02/2011;25271;1;Australia;Pacific;SO43982;1;699,0982;413,1463;699,0982;55,9279;Mario;Shan;23/05/1960;Single;Male;mario8@adventure-works.com;40000;2;0;Bachelors;Management;N;10/02/2011;0-1 Miles;BK-R50B-52;Road-650 Black, 52;Road Bikes;Bikes;413,1463;Black;699,0982;52;48-52 CM;19,42;R ;L ;Unisex ;Road-650;No Discount
314;11/02/2011;23/02/2011;18/02/2011;28017;1;United States;North America;SO43983;1;3578,27;2171,2942;3578,27;286,2616;Christopher;Martin;22/12/1950;Single;Male;christopher15@adventure-works.com;30000;5;0;Partial High School;Clerical;N;11/02/2011;1-2 Miles;BK-R93R-56;Road-150 Red, 56;Road Bikes;Bikes;2171,2942;Red;3578,27;56;54-58 CM;14,68;R ;H ;Unisex ;Road-150;No Discount
311;11/02/2011;23/02/2011;18/02/2011;13545;1;Germany;Europe;SO43984;1;3578,27;2171,2942;3578,27;286,2616;Brad;Sharma;14/12/1975;Married;Male;brad9@adventure-works.com;30000;0;0;Bachelors;Clerical;Y;11/02/2011;0-1 Miles;BK-R93R-44;Road-150 Red, 44;Road Bikes;Bikes;2171,2942;Red;3578,27;44;42-46 CM;13,77;R ;H ;Unisex ;Road-150;No Discount
313;11/02/2011;23/02/2011;18/02/2011;13515;1;Germany;Europe;SO43985;1;3578,27;2171,2942;3578,27;286,2616;Cara;Liang;1/01/1948;Married;Female;cara12@adventure-works.com;20000;1;0;Partial College;Manual;Y;11/02/2011;0-1 Miles;BK-R93R-52;Road-150 Red, 52;Road Bikes;Bikes;2171,2942;Red;3578,27;52;48-52 CM;14,42;R ;H ;Unisex ;Road-150;No Discount
310;11/02/2011;23/02/2011;18/02/2011;28070;1;United States;North America;SO43986;1;3578,27;2171,2942;3578,27;286,2616;Ian;Morris;7/04/1979;Single;Male;ian85@adventure-works.com;80000;0;0;Bachelors;Management;Y;11/02/2011;1-2 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
310;12/02/2011;24/02/2011;19/02/2011;28042;1;United States;North America;SO43987;1;3578,27;2171,2942;3578,27;286,2616;Joseph;Brown;11/04/1960;Single;Male;joseph10@adventure-works.com;60000;2;1;Bachelors;Management;N;12/02/2011;2-5 Miles;BK-R93R-62;Road-150 Red, 62;Road Bikes;Bikes;2171,2942;Red;3578,27;62;60-62 CM;15;R ;H ;Unisex ;Road-150;No Discount
